call_sign,latitude,longitude,speed,heading,timestamp
BOAT002,29.983529,121.909786,18.19,58.9,2025-06-01 03:55:00
BOAT002,30.020063,121.887749,15.34,67.1,2025-06-01 04:11:00
BOAT002,30.038044,121.848304,15.86,239.5,2025-06-01 04:24:00
BOAT002,30.090541,121.920178,14.39,326.8,2025-06-01 04:38:00
BOAT002,30.115176,121.867751,11.44,315.8,2025-06-01 04:52:00
BOAT002,30.16478,121.875776,16.8,245.9,2025-06-01 05:07:00
BOAT002,30.190103,121.895261,17.07,323.9,2025-06-01 05:27:00
BOAT002,30.285751,121.853758,24.49,108.5,2025-06-01 05:41:00
BOAT002,30.278513,121.837376,22.66,83.6,2025-06-01 05:52:00
BOAT002,30.315832,121.861727,19.64,140.9,2025-06-01 06:07:00
BOAT002,30.346504,121.834612,24.22,195.7,2025-06-01 06:23:00
BOAT002,30.397274,121.829182,22.14,195.4,2025-06-01 06:39:00
BOAT002,30.442483,121.779061,11.95,338.3,2025-06-01 06:57:00
BOAT002,30.491074,121.825706,21.17,120.6,2025-06-01 07:09:00
BOAT002,30.51884,121.801163,20.1,285.8,2025-06-01 07:25:00
BOAT002,30.539416,121.758282,17.1,178.4,2025-06-01 07:41:00
BOAT002,30.58082,121.78748,13.72,321.8,2025-06-01 07:57:00
BOAT002,30.664387,121.728591,19.76,359.2,2025-06-01 08:10:00
BOAT002,30.68802,121.808744,11.73,112.2,2025-06-01 08:22:00
BOAT002,30.743137,121.731931,17.9,280.3,2025-06-01 08:41:00
BOAT002,30.785447,121.778268,16.12,12.1,2025-06-01 08:52:00
BOAT002,30.812545,121.721836,14.19,257.1,2025-06-01 09:12:00
BOAT002,30.824572,121.741363,21.54,315.6,2025-06-01 09:26:00
BOAT002,30.892681,121.70398,17.85,37.0,2025-06-01 09:37:00
BOAT002,30.956563,121.734228,18.49,39.8,2025-06-01 09:56:00
BOAT002,30.959305,121.701643,20.69,164.5,2025-06-01 10:10:00
BOAT002,31.014749,121.707768,17.94,143.0,2025-06-01 10:25:00
BOAT002,31.047343,121.690777,19.32,194.3,2025-06-01 10:41:00
BOAT002,31.114749,121.655226,20.42,82.5,2025-06-01 10:56:00
BOAT002,31.113428,121.684685,19.67,277.9,2025-06-01 11:10:00
BOAT002,31.189737,121.656602,18.83,230.8,2025-06-01 11:24:00
BOAT002,31.198849,121.679636,23.32,203.6,2025-06-01 11:39:00
BOAT002,31.232149,121.646076,21.69,90.6,2025-06-01 11:53:00
BOAT002,31.287911,121.641322,17.71,297.6,2025-06-01 12:11:00
BOAT002,31.332246,121.668579,15.24,327.0,2025-06-01 12:27:00
BOAT002,31.40331,121.674617,19.88,81.8,2025-06-01 12:42:00
BOAT002,31.411153,121.634768,18.62,341.0,2025-06-01 12:53:00
BOAT002,31.44831,121.605368,23.1,328.3,2025-06-01 13:10:00
BOAT002,31.51605,121.595681,20.93,36.3,2025-06-01 13:27:00
BOAT002,31.535831,121.578865,20.26,6.5,2025-06-01 13:37:00
BOAT002,31.550607,121.574797,18.01,213.5,2025-06-01 13:55:00
BOAT002,31.630294,121.573893,15.34,203.4,2025-06-01 14:10:00
BOAT002,31.628065,121.610714,17.38,284.4,2025-06-01 14:25:00
BOAT002,31.669555,121.559548,19.4,254.6,2025-06-01 14:41:00
BOAT002,31.705252,121.531034,12.78,277.6,2025-06-01 14:53:00
BOAT002,31.74318,121.548452,21.69,24.8,2025-06-01 15:08:00
BOAT002,31.808251,121.543245,24.17,265.1,2025-06-01 15:24:00
BOAT002,31.836112,121.532459,12.13,333.2,2025-06-01 15:37:00
BOAT002,31.811389,121.539803,13.77,40.8,2025-06-01 15:52:00
BOAT002,31.91527,121.517253,18.66,59.6,2025-06-01 16:11:00
BOAT002,31.949959,121.523311,16.22,44.9,2025-06-01 16:25:00
BOAT002,32.017857,121.484393,18.75,119.6,2025-06-01 16:37:00
BOAT002,31.032427,121.121061,169.31,289.0,2025-06-01 14:24:00
BOAT002,32.017356,121.067545,183.62,124.7,2025-06-01 13:54:00
BOAT002,29.496029,121.282241,83.94,50.7,2025-06-01 05:10:00
BOAT003,30.946062,120.533929,18.73,43.3,2025-06-01 00:25:00
BOAT003,30.982785,120.544543,24.78,63.6,2025-06-01 00:38:00
BOAT003,30.963123,120.578711,16.7,13.2,2025-06-01 00:52:00
BOAT003,30.965537,120.610069,25.42,280.7,2025-06-01 01:07:00
BOAT003,30.972463,120.669273,18.03,288.3,2025-06-01 01:26:00
BOAT003,30.941886,120.70086,21.31,348.9,2025-06-01 01:41:00
BOAT003,30.897848,120.764002,25.18,186.6,2025-06-01 01:51:00
BOAT003,30.864966,120.784543,22.35,358.2,2025-06-01 02:09:00
BOAT003,30.922435,120.825587,24.44,93.7,2025-06-01 02:25:00
BOAT003,30.856023,120.855631,23.85,273.0,2025-06-01 02:38:00
BOAT003,30.838988,120.902087,25.85,358.7,2025-06-01 02:56:00
BOAT003,30.822098,120.949704,25.18,293.7,2025-06-01 03:08:00
BOAT003,30.810413,120.949668,20.63,224.3,2025-06-01 03:26:00
BOAT003,30.787435,120.99723,23.89,193.3,2025-06-01 03:40:00
BOAT003,30.76272,121.079381,17.41,322.2,2025-06-01 03:51:00
BOAT003,30.747127,121.108256,21.82,32.9,2025-06-01 04:10:00
BOAT003,30.74128,121.141482,24.45,140.8,2025-06-01 04:21:00
BOAT003,30.714938,121.185853,22.39,46.6,2025-06-01 04:38:00
BOAT003,30.695421,121.232758,23.33,16.0,2025-06-01 04:51:00
BOAT003,30.695677,121.255334,21.35,310.4,2025-06-01 05:07:00
BOAT003,30.67232,121.290886,25.38,118.5,2025-06-01 05:21:00
BOAT003,30.69137,121.350691,21.75,198.3,2025-06-01 05:36:00
BOAT003,30.592142,121.367529,20.59,101.3,2025-06-01 05:53:00
BOAT003,30.650862,121.435584,24.65,134.2,2025-06-01 06:09:00
BOAT003,30.637825,121.43369,17.78,260.4,2025-06-01 06:23:00
BOAT003,30.555306,121.528648,23.49,191.7,2025-06-01 06:37:00
BOAT003,30.573791,121.557839,18.86,79.3,2025-06-01 06:55:00
BOAT003,30.557087,121.59383,25.83,322.0,2025-06-01 07:10:00
BOAT003,30.520237,121.648686,21.21,306.4,2025-06-01 07:25:00
BOAT003,30.516702,121.702664,22.4,173.0,2025-06-01 07:40:00
BOAT003,30.493918,121.729965,23.23,326.3,2025-06-01 07:55:00
BOAT003,30.535045,121.713183,16.2,125.2,2025-06-01 08:08:00
BOAT003,30.502585,121.764731,20.04,195.8,2025-06-01 08:22:00
BOAT003,30.493173,121.818149,25.12,96.1,2025-06-01 08:40:00
BOAT003,30.466046,121.87149,24.59,187.7,2025-06-01 08:56:00
BOAT003,30.412903,121.921644,22.84,306.2,2025-06-01 09:09:00
BOAT003,30.408864,121.937098,17.94,57.7,2025-06-01 09:23:00
BOAT003,30.413013,121.995671,23.75,301.3,2025-06-01 09:40:00
BOAT003,30.362654,122.01715,24.13,334.8,2025-06-01 09:51:00
BOAT003,30.385228,122.06035,22.13,222.7,2025-06-01 10:09:00
BOAT003,30.350032,122.08477,25.66,68.1,2025-06-01 10:26:00
BOAT003,30.331213,122.134761,19.94,317.1,2025-06-01 10:40:00
BOAT003,30.3368,122.166515,20.46,167.6,2025-06-01 10:52:00
BOAT003,30.315337,122.214354,14.54,46.4,2025-06-01 11:07:00
BOAT003,30.283103,122.295266,24.75,82.3,2025-06-01 11:23:00
BOAT003,30.29738,122.295528,22.93,294.5,2025-06-01 11:37:00
BOAT003,30.236443,122.407486,16.95,272.4,2025-06-01 11:56:00
BOAT003,30.254254,122.405028,16.72,2.3,2025-06-01 12:09:00
BOAT003,30.237668,122.439181,19.37,222.1,2025-06-01 12:25:00
BOAT003,30.203486,122.458639,24.37,201.5,2025-06-01 12:36:00
BOAT003,30.200071,122.530135,21.09,228.2,2025-06-01 12:52:00
BOAT003,30.152397,122.544939,19.58,280.7,2025-06-01 13:10:00
BOAT003,30.179771,122.599214,18.97,102.0,2025-06-01 13:26:00
BOAT003,30.141463,122.688298,18.84,155.6,2025-06-01 13:37:00
BOAT003,30.118578,122.675498,16.19,123.1,2025-06-01 13:52:00
BOAT003,30.133883,122.740727,18.37,64.6,2025-06-01 14:09:00
BOAT003,30.082687,122.744001,18.78,36.9,2025-06-01 14:25:00
BOAT003,30.052476,122.797687,24.04,62.6,2025-06-01 14:39:00
BOAT003,30.033384,122.874126,21.49,24.4,2025-06-01 14:54:00
BOAT003,30.060507,122.866493,19.51,59.9,2025-06-01 15:08:00
BOAT003,30.006649,122.955604,28.92,24.2,2025-06-01 15:24:00
BOAT003,30.051225,122.973832,20.0,170.5,2025-06-01 15:37:00
BOAT003,29.958361,122.988751,25.49,223.5,2025-06-01 15:56:00
BOAT003,31.510012,120.401414,169.96,214.0,2025-06-01 04:39:00
BOAT003,30.489285,120.487899,138.64,90.9,2025-06-01 03:09:00
BOAT003,30.971611,122.166092,131.14,307.5,2025-06-01 05:52:00
BOAT003,30.04976,120.668997,89.89,82.8,2025-06-01 03:53:00
BOAT004,29.032422,121.51105,16.16,74.1,2025-06-01 00:28:00
BOAT004,29.034493,121.512239,20.46,12.3,2025-06-01 00:42:00
BOAT004,29.131524,121.514928,20.85,20.6,2025-06-01 00:58:00
BOAT004,29.237555,121.534824,17.73,337.2,2025-06-01 01:12:00
BOAT004,29.267128,121.558422,19.33,230.4,2025-06-01 01:27:00
BOAT004,29.341537,121.580537,12.1,162.8,2025-06-01 01:40:00
BOAT004,29.441375,121.591698,11.29,31.9,2025-06-01 01:57:00
BOAT004,29.508055,121.578868,19.67,182.6,2025-06-01 02:08:00
BOAT004,29.585226,121.578194,15.55,247.8,2025-06-01 02:28:00
BOAT004,29.619593,121.594762,18.18,355.2,2025-06-01 02:41:00
BOAT004,29.765567,121.612483,13.78,1.8,2025-06-01 02:55:00
BOAT004,29.761399,121.622606,20.9,116.3,2025-06-01 03:09:00
BOAT004,29.860228,121.648609,11.31,312.5,2025-06-01 03:27:00
BOAT004,29.925398,121.674968,11.78,176.0,2025-06-01 03:40:00
BOAT004,29.976267,121.638752,20.27,191.6,2025-06-01 03:56:00
BOAT004,30.064024,121.696179,8.1,110.9,2025-06-01 04:13:00
BOAT004,30.143323,121.68671,17.07,72.7,2025-06-01 04:24:00
BOAT004,30.201286,121.671453,15.61,67.8,2025-06-01 04:39:00
BOAT004,30.304459,121.713645,13.72,159.8,2025-06-01 04:57:00
BOAT004,30.35391,121.727591,15.33,346.8,2025-06-01 05:12:00
BOAT004,30.401746,121.694876,13.39,238.2,2025-06-01 05:24:00
BOAT004,30.471477,121.74893,20.56,134.7,2025-06-01 05:39:00
BOAT004,30.583552,121.745991,21.35,179.0,2025-06-01 05:58:00
BOAT004,30.613122,121.782065,13.88,299.1,2025-06-01 06:08:00
BOAT004,30.720614,121.736417,16.76,10.9,2025-06-01 06:23:00
BOAT004,30.794607,121.748034,11.96,248.2,2025-06-01 06:38:00
BOAT004,30.837236,121.724773,19.15,216.2,2025-06-01 06:53:00
BOAT004,30.946386,121.786934,19.07,141.8,2025-06-01 07:13:00
BOAT004,30.965644,121.793219,15.05,207.8,2025-06-01 07:27:00
BOAT004,31.077358,121.784658,15.98,236.8,2025-06-01 07:43:00
BOAT004,31.14204,121.804485,15.65,217.8,2025-06-01 07:54:00
BOAT004,31.211906,121.790102,11.08,311.9,2025-06-01 08:08:00
BOAT004,31.262156,121.8505,20.57,313.5,2025-06-01 08:23:00
BOAT004,31.338402,121.826941,13.63,32.6,2025-06-01 08:38:00
BOAT004,31.460947,121.90882,13.65,39.3,2025-06-01 08:53:00
BOAT004,31.524303,121.853631,15.48,145.5,2025-06-01 09:09:00
BOAT004,31.58627,121.852155,18.92,333.2,2025-06-01 09:28:00
BOAT004,31.661654,121.869305,14.16,290.8,2025-06-01 09:40:00
BOAT004,31.731206,121.859516,10.08,316.0,2025-06-01 09:54:00
BOAT004,31.779247,121.907605,13.27,312.8,2025-06-01 10:10:00
BOAT004,31.858095,121.899765,17.21,43.3,2025-06-01 10:23:00
BOAT004,31.899121,121.940992,22.5,233.7,2025-06-01 10:43:00
BOAT004,31.998206,121.923076,12.15,116.9,2025-06-01 10:57:00
BOAT004,32.095097,121.966464,12.04,219.5,2025-06-01 11:11:00
BOAT004,32.129643,121.964129,11.39,137.0,2025-06-01 11:27:00
BOAT004,32.234749,121.959756,11.02,161.5,2025-06-01 11:42:00
BOAT004,32.287546,122.000992,19.55,196.4,2025-06-01 11:53:00
BOAT004,32.329435,121.998638,20.42,81.8,2025-06-01 12:10:00
BOAT004,32.406425,122.04872,16.47,211.3,2025-06-01 12:24:00
BOAT004,32.518386,121.991811,14.53,231.3,2025-06-01 12:43:00
BOAT004,31.744856,122.735495,181.66,9.2,2025-06-01 11:42:00
BOAT004,30.30451,122.311345,109.53,218.8,2025-06-01 06:42:00
BOAT004,31.622943,122.656383,142.55,70.5,2025-06-01 12:09:00
BOAT005,30.035823,121.011175,20.13,20.8,2025-06-01 00:44:00
BOAT005,30.004044,121.003979,15.41,154.9,2025-06-01 00:58:00
BOAT005,30.08617,121.07024,19.2,51.2,2025-06-01 01:13:00
BOAT005,30.081396,121.05629,17.08,281.8,2025-06-01 01:28:00
BOAT005,30.082921,121.124451,15.6,36.4,2025-06-01 01:48:00
BOAT005,30.129553,121.107898,14.52,222.5,2025-06-01 02:01:00
BOAT005,30.15812,121.15431,15.56,358.8,2025-06-01 02:16:00
BOAT005,30.203678,121.232374,19.31,83.8,2025-06-01 02:28:00
BOAT005,30.269163,121.256393,14.29,110.3,2025-06-01 02:46:00
BOAT005,30.260448,121.24175,17.48,236.1,2025-06-01 03:01:00
BOAT005,30.281915,121.285577,21.57,153.4,2025-06-01 03:18:00
BOAT005,30.354671,121.329637,20.47,319.2,2025-06-01 03:32:00
BOAT005,30.352911,121.346959,17.54,235.5,2025-06-01 03:48:00
BOAT005,30.366196,121.355642,24.2,132.4,2025-06-01 04:00:00
BOAT005,30.379301,121.373916,24.81,173.4,2025-06-01 04:16:00
BOAT005,30.422991,121.434029,19.21,139.3,2025-06-01 04:32:00
BOAT005,30.443117,121.467059,11.72,4.0,2025-06-01 04:47:00
BOAT005,30.474051,121.506536,21.79,48.2,2025-06-01 04:59:00
BOAT005,30.526288,121.466255,12.25,6.9,2025-06-01 05:17:00
BOAT005,30.516971,121.502715,23.56,273.7,2025-06-01 05:32:00
BOAT005,30.565826,121.578794,22.38,68.3,2025-06-01 05:44:00
BOAT005,30.602312,121.552303,24.45,77.5,2025-06-01 06:02:00
BOAT005,30.597869,121.635882,19.91,300.3,2025-06-01 06:17:00
BOAT005,30.622436,121.63459,18.04,351.3,2025-06-01 06:32:00
BOAT005,30.66366,121.656248,17.78,23.3,2025-06-01 06:44:00
BOAT005,30.685212,121.698553,17.49,133.7,2025-06-01 07:01:00
BOAT005,30.745269,121.695315,22.07,197.3,2025-06-01 07:13:00
BOAT005,30.729965,121.76648,21.26,304.0,2025-06-01 07:32:00
BOAT005,30.779147,121.811571,19.49,175.8,2025-06-01 07:47:00
BOAT005,30.856477,121.822967,16.96,311.3,2025-06-01 08:01:00
BOAT005,30.841594,121.828403,27.01,234.6,2025-06-01 08:16:00
BOAT005,30.872697,121.83035,21.86,135.3,2025-06-01 08:30:00
BOAT005,30.912103,121.858897,14.33,309.4,2025-06-01 08:46:00
BOAT005,30.907408,121.890074,17.58,282.6,2025-06-01 08:59:00
BOAT005,30.922816,121.944199,21.92,47.9,2025-06-01 09:17:00
BOAT005,30.975752,121.97449,16.73,237.1,2025-06-01 09:28:00
BOAT005,31.005308,122.017369,20.18,247.7,2025-06-01 09:43:00
BOAT005,30.995414,121.991857,21.98,27.5,2025-06-01 10:01:00
BOAT005,31.063057,122.08178,8.96,302.7,2025-06-01 10:13:00
BOAT005,31.10473,122.097221,18.8,91.1,2025-06-01 10:29:00
BOAT005,31.092852,122.104574,18.92,297.0,2025-06-01 10:47:00
BOAT005,31.1476,122.115094,17.89,139.1,2025-06-01 10:59:00
BOAT005,31.184512,122.191649,20.03,229.2,2025-06-01 11:18:00
BOAT005,31.206178,122.188443,21.1,24.0,2025-06-01 11:28:00
BOAT005,31.235842,122.221822,19.55,54.1,2025-06-01 11:47:00
BOAT005,31.245104,122.257672,18.01,184.4,2025-06-01 12:01:00
BOAT005,31.255228,122.259514,21.03,17.2,2025-06-01 12:17:00
BOAT005,31.296613,122.299912,19.27,268.6,2025-06-01 12:28:00
BOAT005,31.321612,122.35064,18.44,26.0,2025-06-01 12:43:00
BOAT005,31.359506,122.376393,15.19,4.4,2025-06-01 13:00:00
BOAT005,31.410754,122.404351,14.44,183.1,2025-06-01 13:17:00
BOAT005,31.39043,122.393563,15.13,166.3,2025-06-01 13:29:00
BOAT005,31.447329,122.439713,19.96,125.9,2025-06-01 13:46:00
BOAT005,31.450954,122.464294,18.89,238.1,2025-06-01 14:00:00
BOAT005,31.485199,122.508504,14.69,127.7,2025-06-01 14:16:00
BOAT005,29.45277,121.458807,130.92,29.6,2025-06-01 01:46:00
BOAT005,30.282242,122.180402,197.12,74.0,2025-06-01 07:31:00
BOAT005,31.929119,122.685267,195.18,15.1,2025-06-01 12:46:00
BOAT006,29.498539,122.015391,16.69,346.8,2025-06-01 02:27:00
BOAT006,29.530743,121.982477,13.86,18.8,2025-06-01 02:44:00
BOAT006,29.603431,121.991372,13.69,283.6,2025-06-01 02:58:00
BOAT006,29.635946,121.97365,11.67,263.1,2025-06-01 03:15:00
BOAT006,29.709153,121.954385,17.92,352.6,2025-06-01 03:26:00
BOAT006,29.777006,121.922046,18.25,235.5,2025-06-01 03:44:00
BOAT006,29.791027,121.959059,12.96,68.8,2025-06-01 03:56:00
BOAT006,29.871869,121.942268,13.98,167.0,2025-06-01 04:10:00
BOAT006,29.900086,121.928344,15.41,340.9,2025-06-01 04:25:00
BOAT006,29.972784,121.937141,22.41,125.8,2025-06-01 04:43:00
BOAT006,30.038037,121.914737,17.24,7.9,2025-06-01 04:55:00
BOAT006,30.030326,121.899148,12.77,81.1,2025-06-01 05:14:00
BOAT006,30.10271,121.830735,16.51,32.0,2025-06-01 05:26:00
BOAT006,30.169704,121.888521,11.47,202.0,2025-06-01 05:45:00
BOAT006,30.235467,121.855828,17.76,353.0,2025-06-01 05:55:00
BOAT006,30.277922,121.85,20.63,309.7,2025-06-01 06:14:00
BOAT006,30.332416,121.83972,20.64,195.3,2025-06-01 06:26:00
BOAT006,30.426276,121.838393,17.81,197.6,2025-06-01 06:45:00
BOAT006,30.413251,121.834944,13.85,29.4,2025-06-01 06:56:00
BOAT006,30.512293,121.814768,11.7,304.9,2025-06-01 07:15:00
BOAT006,30.534667,121.801172,11.4,59.7,2025-06-01 07:26:00
BOAT006,30.604739,121.78588,7.18,239.1,2025-06-01 07:41:00
BOAT006,30.688412,121.703801,17.68,240.8,2025-06-01 07:55:00
BOAT006,30.71169,121.754665,15.29,310.3,2025-06-01 08:11:00
BOAT006,30.75745,121.731168,18.33,234.4,2025-06-01 08:27:00
BOAT006,30.834066,121.763798,19.89,104.6,2025-06-01 08:45:00
BOAT006,30.876663,121.741547,15.9,290.3,2025-06-01 09:00:00
BOAT006,30.890262,121.709587,16.04,352.1,2025-06-01 09:11:00
BOAT006,30.964224,121.701179,14.21,283.1,2025-06-01 09:27:00
BOAT006,30.976067,121.690037,14.56,59.3,2025-06-01 09:44:00
BOAT006,31.051697,121.679263,17.79,272.4,2025-06-01 09:58:00
BOAT006,31.120864,121.648192,15.08,6.5,2025-06-01 10:15:00
BOAT006,31.154625,121.633441,14.64,237.5,2025-06-01 10:29:00
BOAT006,31.224217,121.656831,15.55,313.4,2025-06-01 10:43:00
BOAT006,31.270566,121.66734,18.26,340.8,2025-06-01 10:57:00
BOAT006,31.333645,121.624663,13.52,270.3,2025-06-01 11:11:00
BOAT006,31.366516,121.631069,15.4,9.8,2025-06-01 11:25:00
BOAT006,31.40828,121.629269,16.34,33.9,2025-06-01 11:40:00
BOAT006,31.508729,121.584299,19.08,327.3,2025-06-01 11:57:00
BOAT006,31.521336,121.59335,14.88,140.7,2025-06-01 12:10:00
BOAT006,31.596534,121.570003,13.45,38.0,2025-06-01 12:27:00
BOAT006,31.664122,121.605039,14.15,162.6,2025-06-01 12:43:00
BOAT006,31.690753,121.593749,18.76,137.0,2025-06-01 12:57:00
BOAT006,31.722457,121.532236,21.7,158.8,2025-06-01 13:12:00
BOAT006,31.788094,121.549384,11.66,73.4,2025-06-01 13:27:00
BOAT006,31.864101,121.552602,12.32,33.9,2025-06-01 13:41:00
BOAT006,31.899958,121.5378,15.1,285.4,2025-06-01 13:58:00
BOAT006,31.923814,121.512048,15.93,99.5,2025-06-01 14:13:00
BOAT006,32.011933,121.526131,17.96,142.5,2025-06-01 14:25:00
